value,type,filename,urban,ynm,attended,level,numerical,inadequate,urban.inadequate,rural.inadequate
bamboo with mud,wall,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
uncovered adobe,wall,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
cane/palm/trunks,wall,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
stone with lime / cement,wall,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
missing,wall,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
cement,floor,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
earth / sand,floor,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
wood planks,floor,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
carpet,floor,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
parquet or polished wood,floor,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
vinyl or asphalt strips,floor,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
ceramic tiles,floor,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
other,floor,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
piped into dwelling,water,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,0,0
public tap / standpipe,water,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,1,0
"piped into compound, yard or plot",water,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,0,0
piped to neighbour,water,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,1,0
protected spring,water,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,1,0
unprotected well,water,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,1,1
unprotected spring,water,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,1,1
protected well,water,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,1,0
tanker-truck,water,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,1,1
rainwater collection,water,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,1,1
flush to piped sewer system,toilets,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
pit latrine with slab,toilets,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
pit latrine without slab / open pit,toilets,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
flush to septic tank,toilets,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
flush to somewhere else,toilets,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
flush to pit (latrine),toilets,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
"no facility, bush, field",toilets,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
ventilated improved pit latrine (vip),toilets,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
missing,ynm,Montenegro (Roma Settlements)_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
no,attended,Montenegro (Roma Settlements)_MICS5_Datasets,,,0,,NAN,NAN,NAN,NAN
preschool,school,Montenegro (Roma Settlements)_MICS5_Datasets,,,,preschool,NAN,NAN,NAN,NAN
other,water,Montenegro (Roma Settlements)_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,ynm,Montenegro (Roma Settlements)_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro (Roma Settlements)_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
urban,urban.rural,Montenegro (Roma Settlements)_MICS5_Datasets,1,,,,NAN,NAN,NAN,NAN
primary,school,Montenegro (Roma Settlements)_MICS5_Datasets,,,,primary,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro (Roma Settlements)_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro (Roma Settlements)_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro (Roma Settlements)_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
secondary,school,Montenegro (Roma Settlements)_MICS5_Datasets,,,,secondary,NAN,NAN,NAN,NAN
yes,attended,Montenegro (Roma Settlements)_MICS5_Datasets,,,1,,NAN,NAN,NAN,NAN
no,ynm,Montenegro (Roma Settlements)_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
yes,ynm,Montenegro (Roma Settlements)_MICS5_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Montenegro MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Montenegro MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Montenegro MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Montenegro MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
missing,attended,Montenegro MICS 2005 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
"first grade, but did not attened preschool",school,Montenegro MICS 2005 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
higher,school,Montenegro MICS 2005 SPSS Datasets,,,,higher,NAN,NAN,NAN,NAN
rural,urban.rural,Montenegro MICS 2005 SPSS Datasets,0,,,,NAN,NAN,NAN,NAN
2,ynm,Montenegro MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Montenegro MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Montenegro MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Montenegro MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
NAN,water,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,attended,Montenegro MICS 2005 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
NAN,school,Montenegro MICS 2005 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
bricks,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
cement blocks,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
cement,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
wood planks/shingles,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
plywood,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
stone with lime/cement,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
other,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
carton,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
stone with mud,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
reused wood,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
ratan with mud,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
covered adobe,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
uncovered adobe,wall,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
"parquet, polished wood, laminat",floor,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
ceramic tiles,floor,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
cement,floor,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
vinyl,floor,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
wood planks,floor,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
earth,floor,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
other,floor,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
public watersupply,water,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
bottled water,water,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,0,0
public tap/standpipe,water,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
protected well or spring,water,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
unprotected well or spring,water,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
tubewell/borehole,water,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
local watersupply,water,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
tanker-truck,water,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
surface water,water,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
flush to piped sewer system,toilets,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
flush to septic tank,toilets,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
traditional pit latrine,toilets,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
no facilities,toilets,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
other,toilets,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
pit latrine with watertight tank,toilets,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
no,attended,Montenegro MICS 2005 SPSS Datasets,,,0,,NAN,NAN,NAN,NAN
other,water,Montenegro MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
preschool/kindergarten,school,Montenegro MICS 2005 SPSS Datasets,,,,preschool,NAN,NAN,NAN,NAN
primary,school,Montenegro MICS 2005 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
urban,urban.rural,Montenegro MICS 2005 SPSS Datasets,1,,,,NAN,NAN,NAN,NAN
secondary,school,Montenegro MICS 2005 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
yes,attended,Montenegro MICS 2005 SPSS Datasets,,,1,,NAN,NAN,NAN,NAN
no,ynm,Montenegro MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
univercity,school,Montenegro MICS 2005 SPSS Datasets,,,,higher,NAN,NAN,NAN,NAN
yes,ynm,Montenegro MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Montenegro_MICS5_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Montenegro_MICS5_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Montenegro_MICS5_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Montenegro_MICS5_Datasets,,1,,,NAN,NAN,NAN,NAN
missing,attended,Montenegro_MICS5_Datasets,,,NAN,,NAN,NAN,NAN,NAN
higher,school,Montenegro_MICS5_Datasets,,,,higher,NAN,NAN,NAN,NAN
rural,urban.rural,Montenegro_MICS5_Datasets,0,,,,NAN,NAN,NAN,NAN
2,ynm,Montenegro_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Montenegro_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Montenegro_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Montenegro_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
NAN,water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,attended,Montenegro_MICS5_Datasets,,,NAN,,NAN,NAN,NAN,NAN
NAN,school,Montenegro_MICS5_Datasets,,,,NAN,NAN,NAN,NAN,NAN
3,ynm,Montenegro_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
cement blocks,wall,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
bricks,wall,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
reused wood,wall,Montenegro_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
wood planks / shingles,wall,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
stone with lime / cement,wall,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
stone with mud,wall,Montenegro_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
cane/palm/trunks,wall,Montenegro_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
other,wall,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
bamboo with mud,wall,Montenegro_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
cement,wall,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
uncovered adobe,wall,Montenegro_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
covered adobe,wall,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
plywood,wall,Montenegro_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
missing,wall,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
parquet or polished wood,floor,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
wood planks,floor,Montenegro_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
NAN,floor,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
cement,floor,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
ceramic tiles,floor,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
vinyl or asphalt strips,floor,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
carpet,floor,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
other,floor,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
earth / sand,floor,Montenegro_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
missing,floor,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
protected well,water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,1,0
tanker-truck,water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,1,1
piped into dwelling,water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,0,0
"piped into compound, yard or plot",water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,0,0
public tap / standpipe,water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,1,0
piped to neighbour,water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,1,0
unprotected well,water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,1,1
protected spring,water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,1,0
unprotected spring,water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,1,1
bottled water,water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,0,0
"surface water (river, stream, dam, lake, pond, canal, irrigation channel)",water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,1,1
"tube well, borehole",water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,1,0
rainwater collection,water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,1,1
flush to piped sewer system,toilets,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
other,toilets,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
flush to septic tank,toilets,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
flush to somewhere else,toilets,Montenegro_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
pit latrine with slab,toilets,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
flush to pit (latrine),toilets,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
pit latrine without slab / open pit,toilets,Montenegro_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
"no facility, bush, field",toilets,Montenegro_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
missing,toilets,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
flush to unknown place / not sure / dk where,toilets,Montenegro_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
ventilated improved pit latrine (vip),toilets,Montenegro_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
missing,ynm,Montenegro_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
no,attended,Montenegro_MICS5_Datasets,,,0,,NAN,NAN,NAN,NAN
preschool,school,Montenegro_MICS5_Datasets,,,,preschool,NAN,NAN,NAN,NAN
other,water,Montenegro_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
primary,school,Montenegro_MICS5_Datasets,,,,primary,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Montenegro_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
urban,urban.rural,Montenegro_MICS5_Datasets,1,,,,NAN,NAN,NAN,NAN
secondary,school,Montenegro_MICS5_Datasets,,,,secondary,NAN,NAN,NAN,NAN
yes,attended,Montenegro_MICS5_Datasets,,,1,,NAN,NAN,NAN,NAN
no,ynm,Montenegro_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
yes,ynm,Montenegro_MICS5_Datasets,,1,,,NAN,NAN,NAN,NAN
rural,urban.rural,Mozambique MICS 2008 Datasets,0,,,,NAN,NAN,NAN,NAN
NAN,water,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,attended,Mozambique MICS 2008 Datasets,,,NAN,,NAN,NAN,NAN,NAN
NAN,school,Mozambique MICS 2008 Datasets,,,,NAN,NAN,NAN,NAN,NAN
adobe/bloco de adobe,wall,Mozambique MICS 2008 Datasets,,,,,FALSE,1,NAN,NAN
bloco de cimento/tijolo,wall,Mozambique MICS 2008 Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,NAN,NAN
sem info,wall,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,NAN,NAN
bambú/caniço/palmeiras,wall,Mozambique MICS 2008 Datasets,,,,,FALSE,1,NAN,NAN
paus maticados,wall,Mozambique MICS 2008 Datasets,,,,,FALSE,1,NAN,NAN
outro,wall,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,NAN,NAN
madeira/zinco,wall,Mozambique MICS 2008 Datasets,,,,,FALSE,0,NAN,NAN
terra batida,floor,Mozambique MICS 2008 Datasets,,,,,FALSE,1,NAN,NAN
adobe,floor,Mozambique MICS 2008 Datasets,,,,,FALSE,1,NAN,NAN
cimento,floor,Mozambique MICS 2008 Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,NAN,NAN
ladrilho/tijoleira/mármore,floor,Mozambique MICS 2008 Datasets,,,,,FALSE,0,NAN,NAN
outro,floor,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,NAN,NAN
madeira rudimentar,floor,Mozambique MICS 2008 Datasets,,,,,FALSE,1,NAN,NAN
sem info,floor,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,NAN,NAN
parquet ou madeira serrada,floor,Mozambique MICS 2008 Datasets,,,,,FALSE,0,NAN,NAN
poço não protegido,water,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,1,0
na casa do vizinho,water,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,1,0
dentro da casa,water,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,0,0
torneira pública/fontanário,water,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,1,0
proveniente de poço ou furo protegido com bomba manual,water,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,1,0
sem bomba manual,water,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,1,1
fora da casa/quintal,water,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,1,0
"água do rio, lagoa",water,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,1,1
água da chuva,water,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,1,1
água engarrafada/mineral,water,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,0,0
NAN,toilets,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,NAN,NAN
outro,water,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,ynm,Mozambique MICS 2008 Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Mozambique MICS 2008 Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Mozambique MICS 2008 Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Mozambique MICS 2008 Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Mozambique MICS 2008 Datasets,,NAN,,,NAN,NAN,NAN,NAN
sem info,water,Mozambique MICS 2008 Datasets,,,,,FALSE,NAN,NAN,NAN
urbano,urban.rural,Mozambique MICS 2008 Datasets,1,,,,NAN,NAN,NAN,NAN
1,ynm,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
missing,attended,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,NAN,,NAN,NAN,NAN,NAN
rural,urban.rural,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,0,,,,NAN,NAN,NAN,NAN
2,ynm,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
NAN,water,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,attended,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,NAN,,NAN,NAN,NAN,NAN
NAN,school,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,NAN,NAN,NAN,NAN,NAN
bricks or stone with mud,wall,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
mud,wall,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
other,wall,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,wall,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
bricks or stone with cement,wall,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
plywood,wall,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
no walls,wall,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
raw bricks,wall,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
thatch with mud,wall,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
cement plaster,wall,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
bamboo with mud,wall,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
plastic covered,wall,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
cement blocks,wall,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
earth / sand,floor,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
NAN,floor,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
wood planks,floor,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
cement,floor,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
carpet,floor,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
other,floor,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
ceramic tiles,floor,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
taat,floor,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
unprotected spring,water,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,1,1
public tap / standpipe,water,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,1,0
protected spring,water,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,1,0
"piped into compound, yard or plot",water,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,0,0
piped into dwelling,water,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,0,0
unprotected well,water,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,1,1
"surface water (river, stream, dam, lake, pond, canal, irriga",water,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,1,1
piped to neighbour,water,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,1,0
protected well,water,Nepal (Mid-and Far-Western Regions)_MICS4_Datasets,,,,,FALSE,NAN,1,0
