Region,District,Sector/MDA/MMDA,Central GOG and CF: Comp of Emp,Central GOG and CF: Goods/Service,Central GOG and CF: Assets (Capital),Central GOG and CF: Total,IGF: Comp of Emp,IGF: Goods/Service,IGF: Assets (Capital),IGF: Total,Funds/Others: Comp of Emp,Funds/Others: Goods/Service,Funds/Others: Assets (Capital),Funds/Others: Total,Donor: Comp of Emp,Donor: Goods/Service,Donor: Assets (Capital),Donor: Total,Grand Total Less NREG / Statutory
Upper West Region,Daffiama-Issa,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Social Welfare,"16,336","9,384",0,"25,720",0,0,0,0,0,0,0,0,0,0,0,0,"25,720"
Upper West Region,Daffiama-Issa,Community Development,"75,690","8,859",0,"84,549",0,0,0,0,0,0,0,0,0,0,"82,750","82,750","167,299"
Upper West Region,Daffiama-Issa,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"710,000","710,000","710,000"
Upper West Region,Daffiama-Issa,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Feeder Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"710,000","710,000","710,000"
Upper West Region,Daffiama-Issa,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Disaster Prevention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Multi Sectoral,"1,170,002","2,403,628","1,332,238","4,905,868","107,420","89,614","4,160","201,194",0,0,0,0,0,"130,205","3,535,235","3,665,440","8,824,614"
Upper West Region,Jirapa,Jirapa District - Jirapa,"1,170,002","2,403,628","1,332,238","4,905,868","107,420","89,614","4,160","201,194",0,0,0,0,0,"130,205","3,535,235","3,665,440","8,824,614"
Upper West Region,Jirapa,Central Administration,"403,498","676,536","462,312","1,542,346","93,940","47,354",0,"141,294",0,0,0,0,0,"124,634","720,000","844,634","2,528,273"
Upper West Region,Jirapa,Administration (Assembly Office),"403,498","676,536","462,312","1,542,346","93,940","47,354",0,"141,294",0,0,0,0,0,"124,634","720,000","844,634","2,528,273"
Upper West Region,Jirapa,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Finance,"85,653","43,515",0,"129,169","2,160","39,000",0,"41,160",0,0,0,0,0,0,"65,852","65,852","236,181"
Upper West Region,Jirapa,,"85,653","43,515",0,"129,169","2,160","39,000",0,"41,160",0,0,0,0,0,0,"65,852","65,852","236,181"
Upper West Region,Jirapa,"Education, Youth and Sports",0,"1,119,408","205,726","1,325,134",720,0,0,720,0,0,0,0,0,0,"558,128","558,128","1,883,981"
Upper West Region,Jirapa,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Education,0,"1,110,408","205,726","1,316,134",720,0,0,720,0,0,0,0,0,0,"558,128","558,128","1,874,981"
Upper West Region,Jirapa,Sports,0,"9,000",0,"9,000",0,0,0,0,0,0,0,0,0,0,0,0,"9,000"
Upper West Region,Jirapa,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Health,"123,745","158,770","287,500","570,015","4,680","2,000","4,160","10,840",0,0,0,0,0,0,"199,735","199,735","780,590"
Upper West Region,Jirapa,Office of District Medical Officer of Health,"1,760","119,770","242,000","363,530",0,0,0,0,0,0,0,0,0,0,"192,715","192,715","556,245"
Upper West Region,Jirapa,Environmental Health Unit,"121,985","39,000","45,500","206,485","4,680","2,000","4,160","10,840",0,0,0,0,0,0,"7,020","7,020","224,345"
Upper West Region,Jirapa,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Agriculture,"283,290","61,356",0,"344,646",0,0,0,0,0,0,0,0,0,"5,571",0,"5,571","350,217"
Upper West Region,Jirapa,,"283,290","61,356",0,"344,646",0,0,0,0,0,0,0,0,0,"5,571",0,"5,571","350,217"
Upper West Region,Jirapa,Physical Planning,"29,440","6,104",0,"35,544",400,0,0,400,0,0,0,0,0,0,0,0,"35,944"
Upper West Region,Jirapa,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Town and Country Planning,"29,440","6,104",0,"35,544",400,0,0,400,0,0,0,0,0,0,0,0,"35,944"
Upper West Region,Jirapa,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Social Welfare & Community Development,"145,888","12,267",0,"158,155",720,0,0,720,0,0,0,0,0,0,0,0,"210,987"
Upper West Region,Jirapa,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Social Welfare,"59,054","6,480",0,"65,534",720,0,0,720,0,0,0,0,0,0,0,0,"118,066"
Upper West Region,Jirapa,Community Development,"86,834","5,787",0,"92,621",0,0,0,0,0,0,0,0,0,0,0,0,"92,921"
Upper West Region,Jirapa,Natural Resource Conservation,0,"5,000","10,000","15,000",0,0,0,0,0,0,0,0,0,0,"1,961,995","1,961,995","1,976,995"
Upper West Region,Jirapa,,0,"5,000","10,000","15,000",0,0,0,0,0,0,0,0,0,0,"1,961,995","1,961,995","1,976,995"
Upper West Region,Jirapa,Works,"97,048","174,465","290,000","561,513","4,080","1,260",0,"5,340",0,0,0,0,0,0,"29,526","29,526","596,378"
Upper West Region,Jirapa,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Public Works,"86,209","164,708","207,000","457,917","4,080","1,260",0,"5,340",0,0,0,0,0,0,"12,359","12,359","475,615"
Upper West Region,Jirapa,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Feeder Roads,"10,840","9,757","83,000","103,596",0,0,0,0,0,0,0,0,0,0,"17,167","17,167","120,763"
Upper West Region,Jirapa,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,"Trade, Industry and Tourism","1,440","99,530","45,000","145,970",720,0,0,720,0,0,0,0,0,0,0,0,"146,690"
Upper West Region,Jirapa,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Cottage Industry,"1,440","79,530",0,"80,970",720,0,0,720,0,0,0,0,0,0,0,0,"81,690"
Upper West Region,Jirapa,Tourism,0,"20,000","45,000","65,000",0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
Upper West Region,Jirapa,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Disaster Prevention,0,"45,428","28,000","73,428",0,0,0,0,0,0,0,0,0,0,0,0,"73,428"
Upper West Region,Jirapa,,0,"45,428","28,000","73,428",0,0,0,0,0,0,0,0,0,0,0,0,"73,428"
Upper West Region,Jirapa,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Jirapa,Birth and Death,0,"1,250","3,700","4,950",0,0,0,0,0,0,0,0,0,0,0,0,"4,950"
Upper West Region,Jirapa,,0,"1,250","3,700","4,950",0,0,0,0,0,0,0,0,0,0,0,0,"4,950"
Upper West Region,Lambussie-Karni,Multi Sectoral,"873,832","3,257,364","1,405,757","5,536,953","16,000","243,420",0,"259,420",0,0,0,0,0,"269,052","2,748,984","3,018,036","9,113,919"
Upper West Region,Lambussie-Karni,Lambusie Karni District - Lambussie,"873,832","3,257,364","1,405,757","5,536,953","16,000","243,420",0,"259,420",0,0,0,0,0,"269,052","2,748,984","3,018,036","9,113,919"
Upper West Region,Lambussie-Karni,Central Administration,"481,271","894,100","559,660","1,935,031","16,000","225,420",0,"241,420",0,0,0,0,0,"95,720",0,"95,720","2,522,171"
Upper West Region,Lambussie-Karni,Administration (Assembly Office),"481,271","894,100","559,660","1,935,031","16,000","225,420",0,"241,420",0,0,0,0,0,"95,720",0,"95,720","2,522,171"
Upper West Region,Lambussie-Karni,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Finance,0,"41,000",0,"41,000",0,"15,000",0,"15,000",0,0,0,0,0,0,0,0,"56,000"
Upper West Region,Lambussie-Karni,,0,"41,000",0,"41,000",0,"15,000",0,"15,000",0,0,0,0,0,0,0,0,"56,000"
Upper West Region,Lambussie-Karni,"Education, Youth and Sports",0,"1,925,700","153,103","2,078,803",0,0,0,0,0,0,0,0,0,0,"60,000","60,000","2,138,803"
Upper West Region,Lambussie-Karni,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Education,0,"1,925,700","153,103","2,078,803",0,0,0,0,0,0,0,0,0,0,"60,000","60,000","2,138,803"
Upper West Region,Lambussie-Karni,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Health,"53,559","38,500","437,825","529,885",0,0,0,0,0,0,0,0,0,"15,000",0,"15,000","544,885"
Upper West Region,Lambussie-Karni,Office of District Medical Officer of Health,0,"33,500","353,262","386,762",0,0,0,0,0,0,0,0,0,0,0,0,"386,762"
Upper West Region,Lambussie-Karni,Environmental Health Unit,"53,559","5,000","84,563","143,122",0,0,0,0,0,0,0,0,0,"15,000",0,"15,000","158,122"
Upper West Region,Lambussie-Karni,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Agriculture,"261,483","39,612",0,"301,095",0,0,0,0,0,0,0,0,0,"110,404","723,553","833,957","1,135,052"
Upper West Region,Lambussie-Karni,,"261,483","39,612",0,"301,095",0,0,0,0,0,0,0,0,0,"110,404","723,553","833,957","1,135,052"
Upper West Region,Lambussie-Karni,Physical Planning,0,"48,032","40,000","88,032",0,0,0,0,0,0,0,0,0,0,"30,000","30,000","118,032"
Upper West Region,Lambussie-Karni,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Town and Country Planning,0,"48,032","40,000","88,032",0,0,0,0,0,0,0,0,0,0,"30,000","30,000","118,032"
Upper West Region,Lambussie-Karni,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Social Welfare & Community Development,"54,488","87,973","5,100","147,561",0,0,0,0,0,0,0,0,0,0,0,0,"197,071"
Upper West Region,Lambussie-Karni,Office of Departmental Head,"54,488",0,0,"54,488",0,0,0,0,0,0,0,0,0,0,0,0,"54,488"
Upper West Region,Lambussie-Karni,Social Welfare,0,"79,114","5,100","84,214",0,0,0,0,0,0,0,0,0,0,0,0,"133,724"
Upper West Region,Lambussie-Karni,Community Development,0,"8,859",0,"8,859",0,0,0,0,0,0,0,0,0,0,0,0,"8,859"
Upper West Region,Lambussie-Karni,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Works,"23,031","40,804","210,068","273,904",0,0,0,0,0,0,0,0,0,"47,928","1,435,431","1,483,359","1,757,263"
Upper West Region,Lambussie-Karni,Office of Departmental Head,"23,031","31,804","20,000","74,836",0,0,0,0,0,0,0,0,0,"47,928",0,"47,928","122,763"
Upper West Region,Lambussie-Karni,Public Works,0,0,"65,068","65,068",0,0,0,0,0,0,0,0,0,0,0,0,"65,068"
Upper West Region,Lambussie-Karni,Water,0,0,"125,000","125,000",0,0,0,0,0,0,0,0,0,0,"813,000","813,000","938,000"
Upper West Region,Lambussie-Karni,Feeder Roads,0,"9,000",0,"9,000",0,0,0,0,0,0,0,0,0,0,"622,431","622,431","631,431"
Upper West Region,Lambussie-Karni,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,"Trade, Industry and Tourism",0,"86,643",0,"86,643",0,0,0,0,0,0,0,0,0,0,"500,000","500,000","586,643"
Upper West Region,Lambussie-Karni,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Cottage Industry,0,"78,643",0,"78,643",0,0,0,0,0,0,0,0,0,0,0,0,"78,643"
Upper West Region,Lambussie-Karni,Tourism,0,"8,000",0,"8,000",0,0,0,0,0,0,0,0,0,0,"500,000","500,000","508,000"
Upper West Region,Lambussie-Karni,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Disaster Prevention,0,"55,000",0,"55,000",0,"3,000",0,"3,000",0,0,0,0,0,0,0,0,"58,000"
Upper West Region,Lambussie-Karni,,0,"55,000",0,"55,000",0,"3,000",0,"3,000",0,0,0,0,0,0,0,0,"58,000"
Upper West Region,Lambussie-Karni,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lambussie-Karni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Multi Sectoral,"1,318,849","2,776,569","1,208,999","5,304,418","35,800","54,623",0,"90,423",0,0,0,0,0,"73,260","4,753,076","4,826,337","10,221,178"
Upper West Region,Lawra,Lawra District - Lawra,"1,318,849","2,776,569","1,208,999","5,304,418","35,800","54,623",0,"90,423",0,0,0,0,0,"73,260","4,753,076","4,826,337","10,221,178"
Upper West Region,Lawra,Central Administration,"383,397","730,634","657,013","1,771,044","35,800","54,623",0,"90,423",0,0,0,0,0,"73,260","816,748","890,008","2,751,475"
Upper West Region,Lawra,Administration (Assembly Office),"383,397","730,634","657,013","1,771,044","35,800","54,623",0,"90,423",0,0,0,0,0,"73,260","816,748","890,008","2,751,475"
Upper West Region,Lawra,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Finance,"70,121",0,0,"70,121",0,0,0,0,0,0,0,0,0,0,0,0,"70,121"
Upper West Region,Lawra,,"70,121",0,0,"70,121",0,0,0,0,0,0,0,0,0,0,0,0,"70,121"
Upper West Region,Lawra,"Education, Youth and Sports",0,"1,562,704",0,"1,562,704",0,0,0,0,0,0,0,0,0,0,"565,889","565,889","2,128,593"
Upper West Region,Lawra,Office of Departmental Head,0,"91,000",0,"91,000",0,0,0,0,0,0,0,0,0,0,0,0,"91,000"
Upper West Region,Lawra,Education,0,"1,463,704",0,"1,463,704",0,0,0,0,0,0,0,0,0,0,"565,889","565,889","2,029,593"
Upper West Region,Lawra,Sports,0,"8,000",0,"8,000",0,0,0,0,0,0,0,0,0,0,0,0,"8,000"
Upper West Region,Lawra,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Health,"225,917","146,183","254,000","626,100",0,0,0,0,0,0,0,0,0,0,"80,439","80,439","706,539"
Upper West Region,Lawra,Office of District Medical Officer of Health,0,"114,183","250,000","364,183",0,0,0,0,0,0,0,0,0,0,"80,439","80,439","444,622"
Upper West Region,Lawra,Environmental Health Unit,"225,917","32,000","4,000","261,917",0,0,0,0,0,0,0,0,0,0,0,0,"261,917"
Upper West Region,Lawra,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Agriculture,"331,505","102,917","127,595","562,017",0,0,0,0,0,0,0,0,0,0,0,0,"562,017"
Upper West Region,Lawra,,"331,505","102,917","127,595","562,017",0,0,0,0,0,0,0,0,0,0,0,0,"562,017"
Upper West Region,Lawra,Physical Planning,"40,579","206,904",162,"247,645",0,0,0,0,0,0,0,0,0,0,0,0,"247,645"
Upper West Region,Lawra,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Town and Country Planning,"40,579","206,904",162,"247,645",0,0,0,0,0,0,0,0,0,0,0,0,"247,645"
Upper West Region,Lawra,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Social Welfare & Community Development,"119,833","12,559",0,"132,392",0,0,0,0,0,0,0,0,0,0,0,0,"132,392"
Upper West Region,Lawra,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Social Welfare,"14,928","6,472",0,"21,400",0,0,0,0,0,0,0,0,0,0,0,0,"21,400"
Upper West Region,Lawra,Community Development,"104,904","6,088",0,"110,992",0,0,0,0,0,0,0,0,0,0,0,0,"110,992"
Upper West Region,Lawra,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Works,"147,497","14,669","170,230","332,396",0,0,0,0,0,0,0,0,0,0,"3,290,000","3,290,000","3,622,396"
Upper West Region,Lawra,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Public Works,"130,413",0,0,"130,413",0,0,0,0,0,0,0,0,0,0,0,0,"130,413"
Upper West Region,Lawra,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,090,000","3,090,000","3,090,000"
Upper West Region,Lawra,Feeder Roads,"17,084","14,669","170,230","201,982",0,0,0,0,0,0,0,0,0,0,"200,000","200,000","401,982"
Upper West Region,Lawra,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Disaster Prevention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Lawra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Nadowli-Kaleo,Multi Sectoral,"1,111,445","2,313,040","1,692,594","5,117,079","57,753","134,591",0,"192,345",0,0,0,0,0,"739,770","6,485,103","7,224,872","12,534,296"
Upper West Region,Nadowli-Kaleo,Nadowli District - Nadowli,"1,111,445","2,313,040","1,692,594","5,117,079","57,753","134,591",0,"192,345",0,0,0,0,0,"739,770","6,485,103","7,224,872","12,534,296"
Upper West Region,Nadowli-Kaleo,Central Administration,"367,109","456,937","1,074,846","1,898,892","55,353","134,591",0,"189,945",0,0,0,0,0,"212,115","449,487","661,602","2,750,439"
Upper West Region,Nadowli-Kaleo,Administration (Assembly Office),"367,109","456,937","1,074,846","1,898,892","55,353","134,591",0,"189,945",0,0,0,0,0,"212,115","449,487","661,602","2,750,439"
Upper West Region,Nadowli-Kaleo,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Nadowli-Kaleo,Finance,"78,513",0,0,"78,513",0,0,0,0,0,0,0,0,0,0,0,0,"78,513"
Upper West Region,Nadowli-Kaleo,,"78,513",0,0,"78,513",0,0,0,0,0,0,0,0,0,0,0,0,"78,513"
Upper West Region,Nadowli-Kaleo,"Education, Youth and Sports",0,"1,205,535","355,808","1,561,343",0,0,0,0,0,0,0,0,0,0,"140,000","140,000","1,701,343"
Upper West Region,Nadowli-Kaleo,Office of Departmental Head,0,"1,205,535","355,808","1,561,343",0,0,0,0,0,0,0,0,0,0,"140,000","140,000","1,701,343"
Upper West Region,Nadowli-Kaleo,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Nadowli-Kaleo,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Nadowli-Kaleo,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Nadowli-Kaleo,Health,"152,455","43,900","254,036","450,392","2,400",0,0,"2,400",0,0,0,0,0,"200,000","156,201","356,201","808,993"
Upper West Region,Nadowli-Kaleo,Office of District Medical Officer of Health,0,"43,900","254,036","297,936",0,0,0,0,0,0,0,0,0,"200,000","156,201","356,201","654,137"
Upper West Region,Nadowli-Kaleo,Environmental Health Unit,"152,455",0,0,"152,455","2,400",0,0,"2,400",0,0,0,0,0,0,0,0,"154,855"
Upper West Region,Nadowli-Kaleo,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Nadowli-Kaleo,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Nadowli-Kaleo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Nadowli-Kaleo,Agriculture,"226,661","72,334",0,"298,995",0,0,0,0,0,0,0,0,0,0,"608,175","608,175","907,170"
Upper West Region,Nadowli-Kaleo,,"226,661","72,334",0,"298,995",0,0,0,0,0,0,0,0,0,0,"608,175","608,175","907,170"
Upper West Region,Nadowli-Kaleo,Physical Planning,"21,615","84,850","1,904","108,369",0,0,0,0,0,0,0,0,0,0,0,0,"108,369"
Upper West Region,Nadowli-Kaleo,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Nadowli-Kaleo,Town and Country Planning,"21,615","84,850","1,904","108,369",0,0,0,0,0,0,0,0,0,0,0,0,"108,369"
Upper West Region,Nadowli-Kaleo,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Nadowli-Kaleo,Social Welfare & Community Development,"125,225","68,334",0,"193,559",0,0,0,0,0,0,0,0,0,0,0,0,"193,559"
Upper West Region,Nadowli-Kaleo,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
