Region,District,Sector/MDA/MMDA,Central GOG and CF: Comp of Emp,Central GOG and CF: Goods/Service,Central GOG and CF: Assets (Capital),Central GOG and CF: Total,IGF: Comp of Emp,IGF: Goods/Service,IGF: Assets (Capital),IGF: Total,Funds/Others: Comp of Emp,Funds/Others: Goods/Service,Funds/Others: Assets (Capital),Funds/Others: Total,Donor: Comp of Emp,Donor: Goods/Service,Donor: Assets (Capital),Donor: Total,Grand Total Less NREG / Statutory
Greater Accra Region,AMA,Multi Sectoral,"18,510,086","2,809,369","5,115,803","26,435,257","9,076,660","18,587,366","15,552,067","43,216,094",0,"5,448,557",0,0,0,"1,296,410","64,833,215","66,129,625","141,229,532"
Greater Accra Region,AMA,Accra Metropolitan Assembly - Accra,"18,510,086","2,809,369","5,115,803","26,435,257","9,076,660","18,587,366","15,552,067","43,216,094",0,"5,448,557",0,0,0,"1,296,410","64,833,215","66,129,625","141,229,532"
Greater Accra Region,AMA,Administration,"14,441,444","2,361,238","870,778","17,673,460","8,692,475","13,214,068","1,382,980","23,289,523",0,"5,448,557",0,0,0,"413,612","116,200","529,812","46,941,352"
Greater Accra Region,AMA,Administration (Assembly Office),"14,441,444","2,361,238","870,778","17,673,460","8,400,643","11,424,657","1,175,390","21,000,690",0,"5,448,557",0,0,0,"413,612","116,200","529,812","44,652,519"
Greater Accra Region,AMA,Sub-Metros Administration,0,0,0,0,"291,832","1,789,411","207,590","2,288,833",0,0,0,0,0,0,0,0,"2,288,833"
Greater Accra Region,AMA,Finance,0,0,0,0,"36,000","363,640","55,000","454,640",0,0,0,0,0,0,0,0,"454,640"
Greater Accra Region,AMA,Metro Finance Department,0,0,0,0,"36,000","363,640","55,000","454,640",0,0,0,0,0,0,0,0,"454,640"
Greater Accra Region,AMA,"Education, Youth and Sports","230,162",0,0,"230,162",0,"251,308","88,000","339,308",0,0,0,0,0,0,0,0,"569,470"
Greater Accra Region,AMA,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,Education,"230,162",0,0,"230,162",0,"221,308","52,000","273,308",0,0,0,0,0,0,0,0,"503,470"
Greater Accra Region,AMA,Sports,0,0,0,0,0,"30,000","36,000","66,000",0,0,0,0,0,0,0,0,"66,000"
Greater Accra Region,AMA,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,Health,0,"36,359",0,"36,359","80,000","685,805","151,250","917,055",0,0,0,0,0,"439,281",0,"439,281","1,392,695"
Greater Accra Region,AMA,Office of District Medical Officer of Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,Metro. Public Health Department,0,"10,000",0,"10,000","80,000","640,805","151,250","872,055",0,0,0,0,0,"439,281",0,"439,281","1,321,336"
Greater Accra Region,AMA,Metro. Health Directorate,0,"26,359",0,"26,359",0,"45,000",0,"45,000",0,0,0,0,0,0,0,0,"71,359"
Greater Accra Region,AMA,Waste Management,0,0,0,0,"96,260","539,800","265,970","902,030",0,0,0,0,0,0,"215,030","215,030","1,117,060"
Greater Accra Region,AMA,Metro Waste Management Department,0,0,0,0,"90,200","449,800","190,000","730,000",0,0,0,0,0,0,0,0,"730,000"
Greater Accra Region,AMA,Metro Drain Maintenance Unit,0,0,0,0,"6,060","90,000","75,970","172,030",0,0,0,0,0,0,"124,030","124,030","296,060"
Greater Accra Region,AMA,Accra Metro. Sewage Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"91,000","91,000","91,000"
Greater Accra Region,AMA,Agriculture,"472,794","142,271","3,000","618,065",0,"40,000",0,"40,000",0,0,0,0,0,"82,517","48,000","130,517","788,582"
Greater Accra Region,AMA,Metro. Department of Agriculture,"472,794","142,271","3,000","618,065",0,"40,000",0,"40,000",0,0,0,0,0,"82,517","48,000","130,517","788,582"
Greater Accra Region,AMA,Physical Planning,"1,623,220","81,897","70,000","1,775,117","129,440","1,620,109","380,825","2,130,374",0,0,0,0,0,0,0,0,"3,905,491"
Greater Accra Region,AMA,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,Town and Country Planning,"561,075","81,897","70,000","712,972","129,440","1,528,675","373,900","2,032,015",0,0,0,0,0,0,0,0,"2,744,987"
Greater Accra Region,AMA,Parks and Gardens,"1,062,145",0,0,"1,062,145",0,"91,434","6,925","98,359",0,0,0,0,0,0,0,0,"1,160,504"
Greater Accra Region,AMA,Social Welfare & Community Development,"791,586","46,604",0,"838,190",0,"91,500","80,008","171,508",0,0,0,0,0,0,0,0,"1,009,698"
Greater Accra Region,AMA,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,Social Welfare,"539,343","35,530",0,"574,873",0,"61,200","60,008","121,208",0,0,0,0,0,0,0,0,"696,081"
Greater Accra Region,AMA,Community Development,"252,243","11,074",0,"263,317",0,"30,300","20,000","50,300",0,0,0,0,0,0,0,0,"313,617"
Greater Accra Region,AMA,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,Works,"53,944","10,000","4,061,275","4,125,219","25,000","1,015,616","12,878,059","13,918,675",0,0,0,0,0,"361,000","64,453,985","64,814,985","82,858,879"
Greater Accra Region,AMA,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,Public Works,0,"10,000","4,061,275","4,071,275","25,000","961,840","12,834,059","13,820,899",0,0,0,0,0,"361,000","64,453,985","64,814,985","82,707,159"
Greater Accra Region,AMA,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,Feeder Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,Rural Housing,"53,944",0,0,"53,944",0,"53,776","44,000","97,776",0,0,0,0,0,0,0,0,"151,720"
Greater Accra Region,AMA,"Trade, Industry and Tourism","130,627",0,0,"130,627",0,"75,720","40,700","116,420",0,0,0,0,0,0,0,0,"247,047"
Greater Accra Region,AMA,Metro Co-operative Department,"129,258",0,0,"129,258",0,"55,720","30,000","85,720",0,0,0,0,0,0,0,0,"214,978"
Greater Accra Region,AMA,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,Tourism,"1,369",0,0,"1,369",0,"20,000","10,700","30,700",0,0,0,0,0,0,0,0,"32,069"
Greater Accra Region,AMA,Budget and Rating,"133,585",0,0,"133,585",0,"239,600","42,000","281,600",0,0,0,0,0,0,0,0,"415,185"
Greater Accra Region,AMA,,"133,585",0,0,"133,585",0,"239,600","42,000","281,600",0,0,0,0,0,0,0,0,"415,185"
Greater Accra Region,AMA,Legal,0,0,0,0,0,"112,000","40,000","152,000",0,0,0,0,0,0,0,0,"152,000"
Greater Accra Region,AMA,,0,0,0,0,0,"112,000","40,000","152,000",0,0,0,0,0,0,0,0,"152,000"
Greater Accra Region,AMA,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,AMA,Disaster Prevention,0,"80,000",0,"80,000","5,000","146,200","29,700","180,900",0,0,0,0,0,0,0,0,"260,900"
Greater Accra Region,AMA,NADMO,0,"80,000",0,"80,000","5,000","136,200","24,700","165,900",0,0,0,0,0,0,0,0,"245,900"
Greater Accra Region,AMA,Metro. Fire Service Unit,0,0,0,0,0,"10,000","5,000","15,000",0,0,0,0,0,0,0,0,"15,000"
Greater Accra Region,AMA,Urban Roads,"632,725","51,000","110,750","794,475","12,485","151,000","107,575","271,060",0,0,0,0,0,0,0,0,"1,065,535"
Greater Accra Region,AMA,Metro. Urban Roads Department,"571,725","36,000","110,750","718,475",0,"5,000","77,875","82,875",0,0,0,0,0,0,0,0,"801,350"
Greater Accra Region,AMA,Urban Passenger Transport Unit,"61,000","15,000",0,"76,000","12,485","146,000","29,700","188,185",0,0,0,0,0,0,0,0,"264,185"
Greater Accra Region,AMA,Birth and Death,0,0,0,0,0,"41,000","10,000","51,000",0,0,0,0,0,0,0,0,"51,000"
Greater Accra Region,AMA,Metro. Births and Deaths Registry,0,0,0,0,0,"41,000","10,000","51,000",0,0,0,0,0,0,0,0,"51,000"
Greater Accra Region,Ashaiman,Multi Sectoral,"1,706,330","954,663","7,300,374","9,961,367","355,385","1,237,615","1,995,504","3,588,504",0,0,0,0,0,"141,215","1,423,838","1,565,053","15,114,924"
Greater Accra Region,Ashaiman,Ashaiman Municipal - Ashaiman,"1,706,330","954,663","7,300,374","9,961,367","355,385","1,237,615","1,995,504","3,588,504",0,0,0,0,0,"141,215","1,423,838","1,565,053","15,114,924"
Greater Accra Region,Ashaiman,Central Administration,"1,073,466","84,487",0,"1,157,953","355,385","1,221,615","95,504","1,672,504",0,0,0,0,0,"41,990",0,"41,990","2,872,447"
Greater Accra Region,Ashaiman,Administration (Assembly Office),"1,073,466","84,487",0,"1,157,953","355,385","1,221,615","95,504","1,672,504",0,0,0,0,0,"41,990",0,"41,990","2,872,447"
Greater Accra Region,Ashaiman,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Finance,"153,131",0,0,"153,131",0,0,0,0,0,0,0,0,0,0,0,0,"153,131"
Greater Accra Region,Ashaiman,,"153,131",0,0,"153,131",0,0,0,0,0,0,0,0,0,0,0,0,"153,131"
Greater Accra Region,Ashaiman,"Education, Youth and Sports",0,"789,623",0,"789,623",0,"3,500",0,"3,500",0,0,0,0,0,0,"580,023","580,023","1,373,146"
Greater Accra Region,Ashaiman,Office of Departmental Head,0,"789,623",0,"789,623",0,"3,500",0,"3,500",0,0,0,0,0,0,"580,023","580,023","1,373,146"
Greater Accra Region,Ashaiman,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Health,0,"5,000",0,"5,000",0,"4,000",0,"4,000",0,0,0,0,0,0,0,0,"9,000"
Greater Accra Region,Ashaiman,Office of District Medical Officer of Health,0,"5,000",0,"5,000",0,"4,000",0,"4,000",0,0,0,0,0,0,0,0,"9,000"
Greater Accra Region,Ashaiman,Environmental Health Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Agriculture,"259,195","23,373",0,"282,568",0,"3,000",0,"3,000",0,0,0,0,0,"20,825",0,"20,825","306,393"
Greater Accra Region,Ashaiman,,"259,195","23,373",0,"282,568",0,"3,000",0,"3,000",0,0,0,0,0,"20,825",0,"20,825","306,393"
Greater Accra Region,Ashaiman,Physical Planning,"27,934","6,160",702,"34,796",0,"1,000",0,"1,000",0,0,0,0,0,"78,400","275,915","354,315","390,111"
Greater Accra Region,Ashaiman,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Town and Country Planning,"27,934","6,160",702,"34,796",0,"1,000",0,"1,000",0,0,0,0,0,"78,400","275,915","354,315","390,111"
Greater Accra Region,Ashaiman,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Social Welfare & Community Development,"115,738","28,505",0,"144,243",0,"1,000",0,"1,000",0,0,0,0,0,0,0,0,"145,243"
Greater Accra Region,Ashaiman,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Social Welfare,0,"20,738",0,"20,738",0,0,0,0,0,0,0,0,0,0,0,0,"20,738"
Greater Accra Region,Ashaiman,Community Development,"115,738","7,767",0,"123,505",0,"1,000",0,"1,000",0,0,0,0,0,0,0,0,"124,505"
Greater Accra Region,Ashaiman,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Works,"76,868",0,0,"76,868",0,0,"1,900,000","1,900,000",0,0,0,0,0,0,"280,000","280,000","2,256,868"
Greater Accra Region,Ashaiman,Office of Departmental Head,"76,868",0,0,"76,868",0,0,"1,900,000","1,900,000",0,0,0,0,0,0,"280,000","280,000","2,256,868"
Greater Accra Region,Ashaiman,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Feeder Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Disaster Prevention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,Urban Roads,0,"17,514","7,299,671","7,317,185",0,"3,500",0,"3,500",0,0,0,0,0,0,"287,900","287,900","7,608,585"
Greater Accra Region,Ashaiman,,0,"17,514","7,299,671","7,317,185",0,"3,500",0,"3,500",0,0,0,0,0,0,"287,900","287,900","7,608,585"
Greater Accra Region,Ashaiman,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ashaiman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Multi Sectoral,"1,514,227","1,272,746","2,120,026","4,906,999","351,099","1,302,391","313,400","1,966,890",0,0,0,"335,855",0,"68,260","500,000","568,260","7,778,004"
Greater Accra Region,Ga-Central,Ga Central-Sowutuom,"1,514,227","1,272,746","2,120,026","4,906,999","351,099","1,302,391","313,400","1,966,890",0,0,0,"335,855",0,"68,260","500,000","568,260","7,778,004"
Greater Accra Region,Ga-Central,Central Administration,"544,812","750,795","1,463,776","2,759,383","242,982","1,088,573","10,000","1,341,555",0,0,0,"335,855",0,"50,000","100,000","150,000","4,586,793"
Greater Accra Region,Ga-Central,Administration (Assembly Office),"544,812","750,795","1,463,776","2,759,383","242,982","1,088,573","10,000","1,341,555",0,0,0,"335,855",0,"50,000","100,000","150,000","4,586,793"
Greater Accra Region,Ga-Central,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Finance,"15,752","40,000",0,"55,752","80,850",30,"30,000","110,880",0,0,0,0,0,0,0,0,"166,632"
Greater Accra Region,Ga-Central,,"15,752","40,000",0,"55,752","80,850",30,"30,000","110,880",0,0,0,0,0,0,0,0,"166,632"
Greater Accra Region,Ga-Central,"Education, Youth and Sports",0,"171,250","226,250","397,500",0,"29,750",0,"29,750",0,0,0,0,0,0,"400,000","400,000","827,250"
Greater Accra Region,Ga-Central,Office of Departmental Head,0,"171,250","226,250","397,500",0,"29,750",0,"29,750",0,0,0,0,0,0,"400,000","400,000","827,250"
Greater Accra Region,Ga-Central,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Health,"252,904","46,917","200,000","499,821",0,"17,000","80,000","97,000",0,0,0,0,0,0,0,0,"596,821"
Greater Accra Region,Ga-Central,Office of District Medical Officer of Health,0,"46,917","200,000","246,917",0,"17,000","80,000","97,000",0,0,0,0,0,0,0,0,"343,917"
Greater Accra Region,Ga-Central,Environmental Health Unit,"252,904",0,0,"252,904",0,0,0,0,0,0,0,0,0,0,0,0,"252,904"
Greater Accra Region,Ga-Central,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Waste Management,"32,727","100,000",0,"132,727","23,592","30,851",0,"54,443",0,0,0,0,0,0,0,0,"187,170"
Greater Accra Region,Ga-Central,,"32,727","100,000",0,"132,727","23,592","30,851",0,"54,443",0,0,0,0,0,0,0,0,"187,170"
Greater Accra Region,Ga-Central,Agriculture,"147,433","29,710",0,"177,143",0,"42,000",0,"42,000",0,0,0,0,0,"18,260",0,"18,260","237,403"
Greater Accra Region,Ga-Central,,"147,433","29,710",0,"177,143",0,"42,000",0,"42,000",0,0,0,0,0,"18,260",0,"18,260","237,403"
Greater Accra Region,Ga-Central,Physical Planning,0,"10,000",0,"10,000",0,"6,500",0,"6,500",0,0,0,0,0,0,0,0,"16,500"
Greater Accra Region,Ga-Central,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Town and Country Planning,0,"10,000",0,"10,000",0,"6,500",0,"6,500",0,0,0,0,0,0,0,0,"16,500"
Greater Accra Region,Ga-Central,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Social Welfare & Community Development,"306,794","20,074",0,"326,868",0,"39,376",0,"39,376",0,0,0,0,0,0,0,0,"366,244"
Greater Accra Region,Ga-Central,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Social Welfare,"115,573","11,899",0,"127,472",0,"34,675",0,"34,675",0,0,0,0,0,0,0,0,"162,147"
Greater Accra Region,Ga-Central,Community Development,"191,221","8,175",0,"199,396",0,"4,701",0,"4,701",0,0,0,0,0,0,0,0,"204,097"
Greater Accra Region,Ga-Central,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Works,"177,825","24,000","30,000","231,825",0,"11,600","93,400","105,000",0,0,0,0,0,0,0,0,"336,825"
Greater Accra Region,Ga-Central,Office of Departmental Head,0,"24,000",0,"24,000",0,"11,600","93,400","105,000",0,0,0,0,0,0,0,0,"129,000"
Greater Accra Region,Ga-Central,Public Works,"177,825",0,0,"177,825",0,0,0,0,0,0,0,0,0,0,0,0,"177,825"
Greater Accra Region,Ga-Central,Water,0,0,"30,000","30,000",0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
Greater Accra Region,Ga-Central,Feeder Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,"Trade, Industry and Tourism",0,0,0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,"2,000"
Greater Accra Region,Ga-Central,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Trade,0,0,0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,"2,000"
Greater Accra Region,Ga-Central,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Budget and Rating,"35,980","80,000",0,"115,980","3,675","20,000",0,"23,675",0,0,0,0,0,0,0,0,"139,655"
Greater Accra Region,Ga-Central,,"35,980","80,000",0,"115,980","3,675","20,000",0,"23,675",0,0,0,0,0,0,0,0,"139,655"
Greater Accra Region,Ga-Central,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Transport,0,0,0,0,0,"14,711",0,"14,711",0,0,0,0,0,0,0,0,"14,711"
Greater Accra Region,Ga-Central,,0,0,0,0,0,"14,711",0,"14,711",0,0,0,0,0,0,0,0,"14,711"
Greater Accra Region,Ga-Central,Disaster Prevention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,Urban Roads,0,0,"200,000","200,000",0,0,"100,000","100,000",0,0,0,0,0,0,0,0,"300,000"
Greater Accra Region,Ga-Central,,0,0,"200,000","200,000",0,0,"100,000","100,000",0,0,0,0,0,0,0,0,"300,000"
Greater Accra Region,Ga-Central,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Multi Sectoral,"2,785,540","524,080","1,963,946","5,273,565","1,389,714","2,063,710","441,500","3,894,924","150,570",0,0,"901,800",0,"53,650","1,237,369","1,291,019","11,609,919"
Greater Accra Region,Ga-East,Ga East Municipal -Abokobi,"2,785,540","524,080","1,963,946","5,273,565","1,389,714","2,063,710","441,500","3,894,924","150,570",0,0,"901,800",0,"53,650","1,237,369","1,291,019","11,609,919"
Greater Accra Region,Ga-East,Central Administration,"409,632","233,400","421,100","1,064,132","1,092,083","1,604,795","270,000","2,966,878",0,0,0,0,0,"53,650","754,110","807,760","4,838,770"
Greater Accra Region,Ga-East,Administration (Assembly Office),"409,632","233,400","421,100","1,064,132","1,092,083","1,604,795","270,000","2,966,878",0,0,0,0,0,"53,650","754,110","807,760","4,838,770"
Greater Accra Region,Ga-East,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Finance,"208,920",0,0,"208,920","63,490","123,800",0,"187,290",0,0,0,0,0,0,0,0,"396,210"
Greater Accra Region,Ga-East,,"208,920",0,0,"208,920","63,490","123,800",0,"187,290",0,0,0,0,0,0,0,0,"396,210"
Greater Accra Region,Ga-East,"Education, Youth and Sports",0,"91,500","667,446","758,946",0,"94,700",0,"94,700",0,0,0,"442,800",0,0,"55,000","55,000","1,351,446"
Greater Accra Region,Ga-East,Office of Departmental Head,0,"91,500","667,446","758,946",0,"94,700",0,"94,700",0,0,0,"442,800",0,0,"55,000","55,000","1,351,446"
Greater Accra Region,Ga-East,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Health,"444,787","34,400","317,500","796,687","76,390","39,580","43,900","159,870",0,0,0,0,0,0,"361,259","361,259","1,317,816"
Greater Accra Region,Ga-East,Office of District Medical Officer of Health,0,"8,000","317,500","325,500",0,"22,360","43,900","66,260",0,0,0,0,0,0,"361,259","361,259","753,019"
Greater Accra Region,Ga-East,Environmental Health Unit,"444,787","26,400",0,"471,187","76,390","17,220",0,"93,610",0,0,0,0,0,0,0,0,"564,797"
Greater Accra Region,Ga-East,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Waste Management,0,"87,680",0,"87,680",0,"45,750","15,000","60,750",0,0,0,0,0,0,"39,000","39,000","187,430"
Greater Accra Region,Ga-East,,0,"87,680",0,"87,680",0,"45,750","15,000","60,750",0,0,0,0,0,0,"39,000","39,000","187,430"
Greater Accra Region,Ga-East,Agriculture,"26,896","37,000","40,000","103,896","28,358","31,940",0,"60,298",0,0,0,0,0,0,0,0,"164,194"
Greater Accra Region,Ga-East,,"26,896","37,000","40,000","103,896","28,358","31,940",0,"60,298",0,0,0,0,0,0,0,0,"164,194"
Greater Accra Region,Ga-East,Physical Planning,"61,999",0,"69,000","130,999","73,102","48,140","1,500","122,742",0,0,0,0,0,0,0,0,"253,741"
Greater Accra Region,Ga-East,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Town and Country Planning,"61,999",0,"69,000","130,999","73,102","48,140","1,500","122,742",0,0,0,0,0,0,0,0,"253,741"
Greater Accra Region,Ga-East,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Social Welfare & Community Development,"335,198","10,300",0,"345,498",0,"21,060","5,800","26,860",0,0,0,"29,000",0,0,0,0,"492,798"
Greater Accra Region,Ga-East,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Social Welfare,"121,074","2,400",0,"123,474",0,"10,360",0,"10,360",0,0,0,"29,000",0,0,0,0,"254,274"
Greater Accra Region,Ga-East,Community Development,"214,124","7,900",0,"222,024",0,"10,700","5,800","16,500",0,0,0,0,0,0,0,0,"238,524"
Greater Accra Region,Ga-East,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Works,"134,270",0,"177,000","311,270","56,291","6,600",0,"62,891","150,570",0,0,"430,000",0,0,0,0,"954,731"
Greater Accra Region,Ga-East,Office of Departmental Head,"134,270",0,0,"134,270","56,291",0,0,"56,291",0,0,0,0,0,0,0,0,"190,561"
Greater Accra Region,Ga-East,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Water,0,0,"8,800","8,800",0,"6,600",0,"6,600",0,0,0,"430,000",0,0,0,0,"445,400"
Greater Accra Region,Ga-East,Feeder Roads,0,0,"168,200","168,200",0,0,0,0,"150,570",0,0,0,0,0,0,0,"318,770"
