Revenue/Expenditure,Budget Type,District,Government,Value,Workplan,Year,Vote,Revenue Source
Revenue,Recurrent Revenues,Bugiri District,District Government,"126,360",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 504,Conditional transfers to Salary and Gratuity for LG ele
Revenue,Recurrent Revenues,Bugiri District,District Government,"13,604",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 504,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bugiri District,District Government,"63,966",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 504,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bugiri District,District Government,"9,679",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 504,Locally Raised Revenues
Revenue,Recurrent Revenues,Bugiri District,District Government,"85,851",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 504,Locally Raised Revenues
Revenue,Recurrent Revenues,Bugiri District,District Government,0,Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bugiri District,District Government,"133,210",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bugiri District,District Government,"28,546",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 504,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bugiri District,District Government,"57,092",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 504,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Bugiri District,District Government,0,Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bugiri District,District Government,,Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bugiri District,District Government,"593,401",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 504,Function Cost (UShs '000)
Revenue,Development Revenues,Bugiri District,District Government,,Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 504,Function Cost (UShs '000)
Revenue,Development Revenues,Bugiri District,District Government,"593,401",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 504,Cost of Workplan (UShs '000):
Revenue,Development Revenues,Bugiri District,District Government,,Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 504,Cost of Workplan (UShs '000):
Revenue,Recurrent Expenditure,Bugiri District,District Government,"28,546",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 504,Wage
Revenue,Recurrent Expenditure,Bugiri District,District Government,"80,492",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 504,Wage
Revenue,Recurrent Expenditure,Bugiri District,District Government,"119,861",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 504,Non Wage
Revenue,Recurrent Expenditure,Bugiri District,District Government,"560,681",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 504,Non Wage
Revenue,Development Expenditure,Bugiri District,District Government,0,Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 504,Domestic Development
Revenue,Development Expenditure,Bugiri District,District Government,0,Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 504,Domestic Development
Revenue,Development Expenditure,Bugiri District,District Government,0,Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 504,Donor Development
Revenue,Development Expenditure,Bugiri District,District Government,0,Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 504,Donor Development
Revenue,Recurrent Revenues,Bugiri District,District Government,"6,004",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Conditional Grant to Agric. Ext Salaries
Revenue,Recurrent Revenues,Bugiri District,District Government,"35,888",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Conditional Grant to Agric. Ext Salaries
Revenue,Recurrent Revenues,Bugiri District,District Government,0,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Bugiri District,District Government,"1,000",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Bugiri District,District Government,"59,614",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Conditional transfers to Production and Marketing
Revenue,Recurrent Revenues,Bugiri District,District Government,"125,924",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Conditional transfers to Production and Marketing
Revenue,Recurrent Revenues,Bugiri District,District Government,0,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bugiri District,District Government,"6,141",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bugiri District,District Government,"1,000",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Locally Raised Revenues
Revenue,Recurrent Revenues,Bugiri District,District Government,"4,179",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Locally Raised Revenues
Revenue,Recurrent Revenues,Bugiri District,District Government,"3,032",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bugiri District,District Government,"10,249",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bugiri District,District Government,0,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,NAADS (Districts) - Wage
Revenue,Recurrent Revenues,Bugiri District,District Government,"221,685",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,NAADS (Districts) - Wage
Revenue,Recurrent Revenues,Bugiri District,District Government,"58,768",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bugiri District,District Government,"117,539",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Bugiri District,District Government,"563,688",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Conditional Grant for NAADS
Revenue,Development Revenues,Bugiri District,District Government,"962,485",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Conditional Grant for NAADS
Revenue,Development Revenues,Bugiri District,District Government,"4,214",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Locally Raised Revenues
Revenue,Development Revenues,Bugiri District,District Government,,Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Locally Raised Revenues
Revenue,Development Revenues,Bugiri District,District Government,0,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bugiri District,District Government,,Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bugiri District,District Government,"45,607",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Other Transfers from Central Government
Revenue,Development Revenues,Bugiri District,District Government,"390,519",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Other Transfers from Central Government
Revenue,Recurrent Expenditure,Bugiri District,District Government,"75,924",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Wage
Revenue,Recurrent Expenditure,Bugiri District,District Government,"375,112",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Wage
Revenue,Recurrent Expenditure,Bugiri District,District Government,"21,866",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Non Wage
Revenue,Recurrent Expenditure,Bugiri District,District Government,"147,493",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Non Wage
Revenue,Development Expenditure,Bugiri District,District Government,"538,058",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Domestic Development
Revenue,Development Expenditure,Bugiri District,District Government,"1,353,005",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Domestic Development
Revenue,Development Expenditure,Bugiri District,District Government,0,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 504,Donor Development
Revenue,Development Expenditure,Bugiri District,District Government,0,Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 504,Donor Development
Revenue,Recurrent Revenues,Bugiri District,District Government,"72,282",Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Conditional Grant to District Hospitals
Revenue,Recurrent Revenues,Bugiri District,District Government,"151,840",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Conditional Grant to District Hospitals
Revenue,Recurrent Revenues,Bugiri District,District Government,"29,811",Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Conditional Grant to NGO Hospitals
Revenue,Recurrent Revenues,Bugiri District,District Government,"63,036",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Conditional Grant to NGO Hospitals
Revenue,Recurrent Revenues,Bugiri District,District Government,0,Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Bugiri District,District Government,"1,000",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Bugiri District,District Government,"87,807",Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Conditional Grant to PHC- Non wage
Revenue,Recurrent Revenues,Bugiri District,District Government,"185,669",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Conditional Grant to PHC- Non wage
Revenue,Recurrent Revenues,Bugiri District,District Government,"910,841",Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Conditional Grant to PHC Salaries
Revenue,Recurrent Revenues,Bugiri District,District Government,"2,509,620",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Conditional Grant to PHC Salaries
Revenue,Recurrent Revenues,Bugiri District,District Government,0,Workplan 5: Health,2012/13 Approved Budget,Vote: 504,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bugiri District,District Government,"9,141",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bugiri District,District Government,0,Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Locally Raised Revenues
Revenue,Recurrent Revenues,Bugiri District,District Government,"4,179",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Locally Raised Revenues
Revenue,Recurrent Revenues,Bugiri District,District Government,0,Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bugiri District,District Government,"21,066",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bugiri District,District Government,"78,801",Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Conditional Grant to PHC - development
Revenue,Development Revenues,Bugiri District,District Government,"165,907",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Conditional Grant to PHC - development
Revenue,Development Revenues,Bugiri District,District Government,"158,468",Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Donor Funding
Revenue,Development Revenues,Bugiri District,District Government,"700,974",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Donor Funding
Revenue,Development Revenues,Bugiri District,District Government,0,Workplan 5: Health,2012/13 Approved Budget,Vote: 504,LGMSD (Former LGDP)
Revenue,Development Revenues,Bugiri District,District Government,"60,000",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,LGMSD (Former LGDP)
Revenue,Development Revenues,Bugiri District,District Government,0,Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bugiri District,District Government,"47,368",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Expenditure,Bugiri District,District Government,"854,232",Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Wage
Revenue,Recurrent Expenditure,Bugiri District,District Government,"2,509,620",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Wage
Revenue,Recurrent Expenditure,Bugiri District,District Government,"169,504",Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Non Wage
Revenue,Recurrent Expenditure,Bugiri District,District Government,"435,931",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Non Wage
Revenue,Development Expenditure,Bugiri District,District Government,"44,609",Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Domestic Development
Revenue,Development Expenditure,Bugiri District,District Government,"273,275",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Domestic Development
Revenue,Development Expenditure,Bugiri District,District Government,"61,533",Workplan 5: Health,2012/13 Approved Budget,Vote: 504,Donor Development
Revenue,Development Expenditure,Bugiri District,District Government,"700,974",Workplan 5: Health,2013/14 Approved Budget,Vote: 504,Donor Development
Revenue,Recurrent Revenues,Bugiri District,District Government,0,Workplan 6: Education,2012/13 Approved Budget,Vote: 504,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Bugiri District,District Government,"1,000",Workplan 6: Education,2013/14 Approved Budget,Vote: 504,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Bugiri District,District Government,"432,238",Workplan 6: Education,2012/13 Approved Budget,Vote: 504,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Bugiri District,District Government,"677,017",Workplan 6: Education,2013/14 Approved Budget,Vote: 504,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Bugiri District,District Government,"3,161,955",Workplan 6: Education,2012/13 Approved Budget,Vote: 504,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Bugiri District,District Government,"6,802,971",Workplan 6: Education,2013/14 Approved Budget,Vote: 504,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Bugiri District,District Government,"774,292",Workplan 6: Education,2012/13 Approved Budget,Vote: 504,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Bugiri District,District Government,"1,213,681",Workplan 6: Education,2013/14 Approved Budget,Vote: 504,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Bugiri District,District Government,"425,197",Workplan 6: Education,2012/13 Approved Budget,Vote: 504,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Bugiri District,District Government,"1,036,202",Workplan 6: Education,2013/14 Approved Budget,Vote: 504,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Bugiri District,District Government,"77,650",Workplan 6: Education,2012/13 Approved Budget,Vote: 504,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Bugiri District,District Government,"279,549",Workplan 6: Education,2013/14 Approved Budget,Vote: 504,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Bugiri District,District Government,"85,857",Workplan 6: Education,2012/13 Approved Budget,Vote: 504,Conditional Transfers for Non Wage Technical & Farm
Revenue,Recurrent Revenues,Bugiri District,District Government,"120,738",Workplan 6: Education,2013/14 Approved Budget,Vote: 504,Conditional Transfers for Non Wage Technical & Farm
Revenue,Recurrent Revenues,Bugiri District,District Government,0,Workplan 6: Education,2012/13 Approved Budget,Vote: 504,Conditional Transfers for Wage Technical & Farm Sch
Revenue,Recurrent Revenues,Bugiri District,District Government,0,Workplan 6: Education,2013/14 Approved Budget,Vote: 504,Conditional Transfers for Wage Technical & Farm Sch
Revenue,Recurrent Revenues,Bugiri District,District Government,"15,278",Workplan 6: Education,2012/13 Approved Budget,Vote: 504,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Bugiri District,District Government,"32,249",Workplan 6: Education,2013/14 Approved Budget,Vote: 504,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Bugiri District,District Government,"6,570",Workplan 6: Education,2012/13 Approved Budget,Vote: 504,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bugiri District,District Government,"7,770",Workplan 6: Education,2013/14 Approved Budget,Vote: 504,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bugiri District,District Government,"4,050",Workplan 6: Education,2012/13 Approved Budget,Vote: 504,Locally Raised Revenues
Revenue,Recurrent Revenues,Bugiri District,District Government,"5,015",Workplan 6: Education,2013/14 Approved Budget,Vote: 504,Locally Raised Revenues
Revenue,Recurrent Revenues,Bugiri District,District Government,"1,424",Workplan 6: Education,2012/13 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bugiri District,District Government,"1,200",Workplan 6: Education,2013/14 Approved Budget,Vote: 504,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bugiri District,District Government,"11,794",Workplan 6: Education,2012/13 Approved Budget,Vote: 504,Other Transfers from Central Government
Revenue,Recurrent Revenues,Bugiri District,District Government,"14,675",Workplan 6: Education,2013/14 Approved Budget,Vote: 504,Other Transfers from Central Government
Revenue,Recurrent Revenues,Bugiri District,District Government,"40,788",Workplan 6: Education,2012/13 Approved Budget,Vote: 504,Transfer of District Unconditional Grant - Wage
